,block,block_id,parameter,address,parameter_name,access,size_byte,default_value,param_mask,param_shift,max_value
1,CHAL,8,sel_override_en,0x0200,CHAL_08_sel_override_en,RW,1,0x0,1,1,1
2,CHAL,8,patt_en,0x0200,CHAL_08_patt_en,RW,1,0x0,1,2,1
3,CHAL,8,prbs28_en,0x0200,CHAL_08_prbs28_en,RW,1,0x0,1,3,1
4,CHAL,8,patt_sel,0x0200,CHAL_08_patt_sel,RW,1,0x0,1,4,1
5,CHAL,8,prbs_chk_en,0x0200,CHAL_08_prbs_chk_en,RW,1,0x0,1,5,1
6,CHAL,8,force_ch_outputs,0x0200,CHAL_08_force_ch_outputs,RW,1,0x0,1,6,1
8,CHAL,8,sel_override_val,0x0201,CHAL_08_sel_override_val,RW,1,0x0,255,0,255
9,CHAL,8,seed_in,0x0202,CHAL_08_seed_in,RW,2,0x0,16383,0,16383
12,CHAL,8,user_word_0,0x0204,CHAL_08_user_word_0,RW,4,0x0,4294967295,0,4294967295
16,CHAL,8,user_word_1,0x0208,CHAL_08_user_word_1,RW,4,0x0,4294967295,0,4294967295
20,CHAL,8,user_word_2,0x020c,CHAL_08_user_word_2,RW,4,0x0,4294967295,0,4294967295
24,CHAL,8,user_word_3,0x0210,CHAL_08_user_word_3,RW,4,0x0,4294967295,0,4294967295
0,CHAL,8,pattern_match,0x0214,CHAL_08_pattern_match,RO,1,0x0,1,0,1
1,CHAL,8,snapshot_dv,0x0214,CHAL_08_snapshot_dv,RO,1,0x0,1,1,1
2,CHAL,8,hdr_mm_err,0x0214,CHAL_08_hdr_mm_err,RO,1,0x0,1,2,1
3,CHAL,8,spare_err,0x0214,CHAL_08_spare_err,RO,1,0x0,1,3,1
4,CHAL,8,orbsyn_hdr_err,0x0214,CHAL_08_orbsyn_hdr_err,RO,1,0x0,1,4,1
5,CHAL,8,orbsyn_arr_err,0x0214,CHAL_08_orbsyn_arr_err,RO,1,0x0,1,5,1
6,CHAL,8,orbsyn_fc_err,0x0214,CHAL_08_orbsyn_fc_err,RO,1,0x0,1,6,1
7,CHAL,8,prbs_chk_err,0x0214,CHAL_08_prbs_chk_err,RO,1,0x0,1,7,1
8,CHAL,8,select,0x0215,CHAL_08_select,RO,1,0x20,255,0,255
9,CHAL,8,snapshot,0x0216,CHAL_08_snapshot,RO,24,0x0,-1,0,-1
33,CHAL,8,hdr_mm_cntr,0x022e,CHAL_08_hdr_mm_cntr,RO,2,0x0,65535,0,65535
35,CHAL,8,orbsyn_hdr_err_cnt,0x0230,CHAL_08_orbsyn_hdr_err_cnt,RO,1,0x0,255,0,255
36,CHAL,8,orbsyn_arr_err_cnt,0x0231,CHAL_08_orbsyn_arr_err_cnt,RO,1,0x0,255,0,255
37,CHAL,8,orbsyn_fc_err_cnt,0x0232,CHAL_08_orbsyn_fc_err_cnt,RO,1,0x0,255,0,255
38,CHAL,8,prbs_chk_err_cnt,0x0233,CHAL_08_prbs_chk_err_cnt,RO,1,0x0,255,0,255
39,CHAL,8,tmr_err_cnt_chan_aligner,0x0234,CHAL_08_tmr_err_cnt_chan_aligner,RO,1,0x0,255,0,255
40,CHAL,8,tmr_err_cnt_chan_err,0x0235,CHAL_08_tmr_err_cnt_chan_err,RO,1,0x0,255,0,255
41,CHAL,8,tmr_err_cnt_chan_eprxgrp,0x0236,CHAL_08_tmr_err_cnt_chan_eprxgrp,RO,1,0x0,255,0,255
0,CHAL,9,per_ch_align_en,0x0240,CHAL_09_per_ch_align_en,RW,1,0x1,1,0,1
1,CHAL,9,sel_override_en,0x0240,CHAL_09_sel_override_en,RW,1,0x0,1,1,1
2,CHAL,9,patt_en,0x0240,CHAL_09_patt_en,RW,1,0x0,1,2,1
3,CHAL,9,prbs28_en,0x0240,CHAL_09_prbs28_en,RW,1,0x0,1,3,1
4,CHAL,9,patt_sel,0x0240,CHAL_09_patt_sel,RW,1,0x0,1,4,1
5,CHAL,9,prbs_chk_en,0x0240,CHAL_09_prbs_chk_en,RW,1,0x0,1,5,1
6,CHAL,9,force_ch_outputs,0x0240,CHAL_09_force_ch_outputs,RW,1,0x0,1,6,1
8,CHAL,9,sel_override_val,0x0241,CHAL_09_sel_override_val,RW,1,0x0,255,0,255
9,CHAL,9,seed_in,0x0242,CHAL_09_seed_in,RW,2,0x0,16383,0,16383
12,CHAL,9,user_word_0,0x0244,CHAL_09_user_word_0,RW,4,0x0,4294967295,0,4294967295
16,CHAL,9,user_word_1,0x0248,CHAL_09_user_word_1,RW,4,0x0,4294967295,0,4294967295
20,CHAL,9,user_word_2,0x024c,CHAL_09_user_word_2,RW,4,0x0,4294967295,0,4294967295
24,CHAL,9,user_word_3,0x0250,CHAL_09_user_word_3,RW,4,0x0,4294967295,0,4294967295
0,CHAL,9,pattern_match,0x0254,CHAL_09_pattern_match,RO,1,0x0,1,0,1
1,CHAL,9,snapshot_dv,0x0254,CHAL_09_snapshot_dv,RO,1,0x0,1,1,1
2,CHAL,9,hdr_mm_err,0x0254,CHAL_09_hdr_mm_err,RO,1,0x0,1,2,1
3,CHAL,9,spare_err,0x0254,CHAL_09_spare_err,RO,1,0x0,1,3,1
4,CHAL,9,orbsyn_hdr_err,0x0254,CHAL_09_orbsyn_hdr_err,RO,1,0x0,1,4,1
5,CHAL,9,orbsyn_arr_err,0x0254,CHAL_09_orbsyn_arr_err,RO,1,0x0,1,5,1
6,CHAL,9,orbsyn_fc_err,0x0254,CHAL_09_orbsyn_fc_err,RO,1,0x0,1,6,1
7,CHAL,9,prbs_chk_err,0x0254,CHAL_09_prbs_chk_err,RO,1,0x0,1,7,1
8,CHAL,9,select,0x0255,CHAL_09_select,RO,1,0x20,255,0,255
9,CHAL,9,snapshot,0x0256,CHAL_09_snapshot,RO,24,0x0,-1,0,-1
33,CHAL,9,hdr_mm_cntr,0x026e,CHAL_09_hdr_mm_cntr,RO,2,0x0,65535,0,65535
35,CHAL,9,orbsyn_hdr_err_cnt,0x0270,CHAL_09_orbsyn_hdr_err_cnt,RO,1,0x0,255,0,255
36,CHAL,9,orbsyn_arr_err_cnt,0x0271,CHAL_09_orbsyn_arr_err_cnt,RO,1,0x0,255,0,255
37,CHAL,9,orbsyn_fc_err_cnt,0x0272,CHAL_09_orbsyn_fc_err_cnt,RO,1,0x0,255,0,255
38,CHAL,9,prbs_chk_err_cnt,0x0273,CHAL_09_prbs_chk_err_cnt,RO,1,0x0,255,0,255
39,CHAL,9,tmr_err_cnt_chan_aligner,0x0274,CHAL_09_tmr_err_cnt_chan_aligner,RO,1,0x0,255,0,255
40,CHAL,9,tmr_err_cnt_chan_err,0x0275,CHAL_09_tmr_err_cnt_chan_err,RO,1,0x0,255,0,255
41,CHAL,9,tmr_err_cnt_chan_eprxgrp,0x0276,CHAL_09_tmr_err_cnt_chan_eprxgrp,RO,1,0x0,255,0,255
0,CHAL,10,per_ch_align_en,0x0280,CHAL_10_per_ch_align_en,RW,1,0x1,1,0,1
1,CHAL,10,sel_override_en,0x0280,CHAL_10_sel_override_en,RW,1,0x0,1,1,1
2,CHAL,10,patt_en,0x0280,CHAL_10_patt_en,RW,1,0x0,1,2,1
3,CHAL,10,prbs28_en,0x0280,CHAL_10_prbs28_en,RW,1,0x0,1,3,1
4,CHAL,10,patt_sel,0x0280,CHAL_10_patt_sel,RW,1,0x0,1,4,1
5,CHAL,10,prbs_chk_en,0x0280,CHAL_10_prbs_chk_en,RW,1,0x0,1,5,1
6,CHAL,10,force_ch_outputs,0x0280,CHAL_10_force_ch_outputs,RW,1,0x0,1,6,1
8,CHAL,10,sel_override_val,0x0281,CHAL_10_sel_override_val,RW,1,0x0,255,0,255
9,CHAL,10,seed_in,0x0282,CHAL_10_seed_in,RW,2,0x0,16383,0,16383
12,CHAL,10,user_word_0,0x0284,CHAL_10_user_word_0,RW,4,0x0,4294967295,0,4294967295
16,CHAL,10,user_word_1,0x0288,CHAL_10_user_word_1,RW,4,0x0,4294967295,0,4294967295
20,CHAL,10,user_word_2,0x028c,CHAL_10_user_word_2,RW,4,0x0,4294967295,0,4294967295
24,CHAL,10,user_word_3,0x0290,CHAL_10_user_word_3,RW,4,0x0,4294967295,0,4294967295
0,CHAL,10,pattern_match,0x0294,CHAL_10_pattern_match,RO,1,0x0,1,0,1
1,CHAL,10,snapshot_dv,0x0294,CHAL_10_snapshot_dv,RO,1,0x0,1,1,1
2,CHAL,10,hdr_mm_err,0x0294,CHAL_10_hdr_mm_err,RO,1,0x0,1,2,1
3,CHAL,10,spare_err,0x0294,CHAL_10_spare_err,RO,1,0x0,1,3,1
4,CHAL,10,orbsyn_hdr_err,0x0294,CHAL_10_orbsyn_hdr_err,RO,1,0x0,1,4,1
5,CHAL,10,orbsyn_arr_err,0x0294,CHAL_10_orbsyn_arr_err,RO,1,0x0,1,5,1
6,CHAL,10,orbsyn_fc_err,0x0294,CHAL_10_orbsyn_fc_err,RO,1,0x0,1,6,1
7,CHAL,10,prbs_chk_err,0x0294,CHAL_10_prbs_chk_err,RO,1,0x0,1,7,1
8,CHAL,10,select,0x0295,CHAL_10_select,RO,1,0x20,255,0,255
9,CHAL,10,snapshot,0x0296,CHAL_10_snapshot,RO,24,0x0,-1,0,-1
33,CHAL,10,hdr_mm_cntr,0x02ae,CHAL_10_hdr_mm_cntr,RO,2,0x0,65535,0,65535
35,CHAL,10,orbsyn_hdr_err_cnt,0x02b0,CHAL_10_orbsyn_hdr_err_cnt,RO,1,0x0,255,0,255
36,CHAL,10,orbsyn_arr_err_cnt,0x02b1,CHAL_10_orbsyn_arr_err_cnt,RO,1,0x0,255,0,255
37,CHAL,10,orbsyn_fc_err_cnt,0x02b2,CHAL_10_orbsyn_fc_err_cnt,RO,1,0x0,255,0,255
38,CHAL,10,prbs_chk_err_cnt,0x02b3,CHAL_10_prbs_chk_err_cnt,RO,1,0x0,255,0,255
39,CHAL,10,tmr_err_cnt_chan_aligner,0x02b4,CHAL_10_tmr_err_cnt_chan_aligner,RO,1,0x0,255,0,255
40,CHAL,10,tmr_err_cnt_chan_err,0x02b5,CHAL_10_tmr_err_cnt_chan_err,RO,1,0x0,255,0,255
41,CHAL,10,tmr_err_cnt_chan_eprxgrp,0x02b6,CHAL_10_tmr_err_cnt_chan_eprxgrp,RO,1,0x0,255,0,255
0,CHAL,11,per_ch_align_en,0x02c0,CHAL_11_per_ch_align_en,RW,1,0x1,1,0,1
1,CHAL,11,sel_override_en,0x02c0,CHAL_11_sel_override_en,RW,1,0x0,1,1,1
2,CHAL,11,patt_en,0x02c0,CHAL_11_patt_en,RW,1,0x0,1,2,1
3,CHAL,11,prbs28_en,0x02c0,CHAL_11_prbs28_en,RW,1,0x0,1,3,1
4,CHAL,11,patt_sel,0x02c0,CHAL_11_patt_sel,RW,1,0x0,1,4,1
5,CHAL,11,prbs_chk_en,0x02c0,CHAL_11_prbs_chk_en,RW,1,0x0,1,5,1
6,CHAL,11,force_ch_outputs,0x02c0,CHAL_11_force_ch_outputs,RW,1,0x0,1,6,1
8,CHAL,11,sel_override_val,0x02c1,CHAL_11_sel_override_val,RW,1,0x0,255,0,255
9,CHAL,11,seed_in,0x02c2,CHAL_11_seed_in,RW,2,0x0,16383,0,16383
12,CHAL,11,user_word_0,0x02c4,CHAL_11_user_word_0,RW,4,0x0,4294967295,0,4294967295
16,CHAL,11,user_word_1,0x02c8,CHAL_11_user_word_1,RW,4,0x0,4294967295,0,4294967295
20,CHAL,11,user_word_2,0x02cc,CHAL_11_user_word_2,RW,4,0x0,4294967295,0,4294967295
24,CHAL,11,user_word_3,0x02d0,CHAL_11_user_word_3,RW,4,0x0,4294967295,0,4294967295
0,CHAL,11,pattern_match,0x02d4,CHAL_11_pattern_match,RO,1,0x0,1,0,1
1,CHAL,11,snapshot_dv,0x02d4,CHAL_11_snapshot_dv,RO,1,0x0,1,1,1
2,CHAL,11,hdr_mm_err,0x02d4,CHAL_11_hdr_mm_err,RO,1,0x0,1,2,1
3,CHAL,11,spare_err,0x02d4,CHAL_11_spare_err,RO,1,0x0,1,3,1
4,CHAL,11,orbsyn_hdr_err,0x02d4,CHAL_11_orbsyn_hdr_err,RO,1,0x0,1,4,1
5,CHAL,11,orbsyn_arr_err,0x02d4,CHAL_11_orbsyn_arr_err,RO,1,0x0,1,5,1
6,CHAL,11,orbsyn_fc_err,0x02d4,CHAL_11_orbsyn_fc_err,RO,1,0x0,1,6,1
7,CHAL,11,prbs_chk_err,0x02d4,CHAL_11_prbs_chk_err,RO,1,0x0,1,7,1
8,CHAL,11,select,0x02d5,CHAL_11_select,RO,1,0x20,255,0,255
9,CHAL,11,snapshot,0x02d6,CHAL_11_snapshot,RO,24,0x0,-1,0,-1
33,CHAL,11,hdr_mm_cntr,0x02ee,CHAL_11_hdr_mm_cntr,RO,2,0x0,65535,0,65535
35,CHAL,11,orbsyn_hdr_err_cnt,0x02f0,CHAL_11_orbsyn_hdr_err_cnt,RO,1,0x0,255,0,255
36,CHAL,11,orbsyn_arr_err_cnt,0x02f1,CHAL_11_orbsyn_arr_err_cnt,RO,1,0x0,255,0,255
37,CHAL,11,orbsyn_fc_err_cnt,0x02f2,CHAL_11_orbsyn_fc_err_cnt,RO,1,0x0,255,0,255
38,CHAL,11,prbs_chk_err_cnt,0x02f3,CHAL_11_prbs_chk_err_cnt,RO,1,0x0,255,0,255
39,CHAL,11,tmr_err_cnt_chan_aligner,0x02f4,CHAL_11_tmr_err_cnt_chan_aligner,RO,1,0x0,255,0,255
40,CHAL,11,tmr_err_cnt_chan_err,0x02f5,CHAL_11_tmr_err_cnt_chan_err,RO,1,0x0,255,0,255
41,CHAL,11,tmr_err_cnt_chan_eprxgrp,0x02f6,CHAL_11_tmr_err_cnt_chan_eprxgrp,RO,1,0x0,255,0,255
0,CHERR,0,clr_on_read,0x0300,CHERR_00_clr_on_read,WO,1,0x0,1,0,1
1,CHERR,0,wren_err,0x0300,CHERR_00_wren_err,WO,1,0x0,1,1,1
2,CHERR,0,wren_msk,0x0300,CHERR_00_wren_msk,WO,1,0x0,1,2,1
0,CHERR,0,err_raw_dat,0x0301,CHERR_00_err_raw_dat,RO,1,0x0,63,0,63
2,CHERR,0,msk_dat,0x0302,CHERR_00_msk_dat,RO,1,0x0,63,0,63
4,CHERR,0,err_dat,0x0303,CHERR_00_err_dat,RO,1,0x0,63,0,63
5,CHERR,0,err_out,0x0303,CHERR_00_err_out,RO,1,0x0,1,6,1
0,CHERR,1,clr_on_read,0x0304,CHERR_01_clr_on_read,WO,1,0x0,1,0,1
1,CHERR,1,wren_err,0x0304,CHERR_01_wren_err,WO,1,0x0,1,1,1
2,CHERR,1,wren_msk,0x0304,CHERR_01_wren_msk,WO,1,0x0,1,2,1
0,CHERR,1,err_raw_dat,0x0305,CHERR_01_err_raw_dat,RO,1,0x0,63,0,63
2,CHERR,1,msk_dat,0x0306,CHERR_01_msk_dat,RO,1,0x0,63,0,63
4,CHERR,1,err_dat,0x0307,CHERR_01_err_dat,RO,1,0x0,63,0,63
5,CHERR,1,err_out,0x0307,CHERR_01_err_out,RO,1,0x0,1,6,1
0,CHERR,2,clr_on_read,0x0308,CHERR_02_clr_on_read,WO,1,0x0,1,0,1
1,CHERR,2,wren_err,0x0308,CHERR_02_wren_err,WO,1,0x0,1,1,1
2,CHERR,2,wren_msk,0x0308,CHERR_02_wren_msk,WO,1,0x0,1,2,1
0,CHERR,2,err_raw_dat,0x0309,CHERR_02_err_raw_dat,RO,1,0x0,63,0,63
2,CHERR,2,msk_dat,0x030a,CHERR_02_msk_dat,RO,1,0x0,63,0,63
4,CHERR,2,err_dat,0x030b,CHERR_02_err_dat,RO,1,0x0,63,0,63
5,CHERR,2,err_out,0x030b,CHERR_02_err_out,RO,1,0x0,1,6,1
0,CHERR,3,clr_on_read,0x030c,CHERR_03_clr_on_read,WO,1,0x0,1,0,1
1,CHERR,3,wren_err,0x030c,CHERR_03_wren_err,WO,1,0x0,1,1,1
2,CHERR,3,wren_msk,0x030c,CHERR_03_wren_msk,WO,1,0x0,1,2,1
0,CHERR,3,err_raw_dat,0x030d,CHERR_03_err_raw_dat,RO,1,0x0,63,0,63
2,CHERR,3,msk_dat,0x030e,CHERR_03_msk_dat,RO,1,0x0,63,0,63
4,CHERR,3,err_dat,0x030f,CHERR_03_err_dat,RO,1,0x0,63,0,63
5,CHERR,3,err_out,0x030f,CHERR_03_err_out,RO,1,0x0,1,6,1
0,CHERR,4,clr_on_read,0x0310,CHERR_04_clr_on_read,WO,1,0x0,1,0,1
1,CHERR,4,wren_err,0x0310,CHERR_04_wren_err,WO,1,0x0,1,1,1
2,CHERR,4,wren_msk,0x0310,CHERR_04_wren_msk,WO,1,0x0,1,2,1
0,CHERR,4,err_raw_dat,0x0311,CHERR_04_err_raw_dat,RO,1,0x0,63,0,63
2,CHERR,4,msk_dat,0x0312,CHERR_04_msk_dat,RO,1,0x0,63,0,63
4,CHERR,4,err_dat,0x0313,CHERR_04_err_dat,RO,1,0x0,63,0,63
5,CHERR,4,err_out,0x0313,CHERR_04_err_out,RO,1,0x0,1,6,1
0,CHERR,5,clr_on_read,0x0314,CHERR_05_clr_on_read,WO,1,0x0,1,0,1
1,CHERR,5,wren_err,0x0314,CHERR_05_wren_err,WO,1,0x0,1,1,1
2,CHERR,5,wren_msk,0x0314,CHERR_05_wren_msk,WO,1,0x0,1,2,1
0,CHERR,5,err_raw_dat,0x0315,CHERR_05_err_raw_dat,RO,1,0x0,63,0,63
2,CHERR,5,msk_dat,0x0316,CHERR_05_msk_dat,RO,1,0x0,63,0,63
4,CHERR,5,err_dat,0x0317,CHERR_05_err_dat,RO,1,0x0,63,0,63
5,CHERR,5,err_out,0x0317,CHERR_05_err_out,RO,1,0x0,1,6,1
0,CHERR,6,clr_on_read,0x0318,CHERR_06_clr_on_read,WO,1,0x0,1,0,1
1,CHERR,6,wren_err,0x0318,CHERR_06_wren_err,WO,1,0x0,1,1,1
2,CHERR,6,wren_msk,0x0318,CHERR_06_wren_msk,WO,1,0x0,1,2,1
0,CHERR,6,err_raw_dat,0x0319,CHERR_06_err_raw_dat,RO,1,0x0,63,0,63
2,CHERR,6,msk_dat,0x031a,CHERR_06_msk_dat,RO,1,0x0,63,0,63
4,CHERR,6,err_dat,0x031b,CHERR_06_err_dat,RO,1,0x0,63,0,63
5,CHERR,6,err_out,0x031b,CHERR_06_err_out,RO,1,0x0,1,6,1
0,CHERR,7,clr_on_read,0x031c,CHERR_07_clr_on_read,WO,1,0x0,1,0,1
1,CHERR,7,wren_err,0x031c,CHERR_07_wren_err,WO,1,0x0,1,1,1
2,CHERR,7,wren_msk,0x031c,CHERR_07_wren_msk,WO,1,0x0,1,2,1
0,CHERR,7,err_raw_dat,0x031d,CHERR_07_err_raw_dat,RO,1,0x0,63,0,63
2,CHERR,7,msk_dat,0x031e,CHERR_07_msk_dat,RO,1,0x0,63,0,63
4,CHERR,7,err_dat,0x031f,CHERR_07_err_dat,RO,1,0x0,63,0,63
5,CHERR,7,err_out,0x031f,CHERR_07_err_out,RO,1,0x0,1,6,1
0,CHERR,8,clr_on_read,0x0320,CHERR_08_clr_on_read,WO,1,0x0,1,0,1
1,CHERR,8,wren_err,0x0320,CHERR_08_wren_err,WO,1,0x0,1,1,1
2,CHERR,8,wren_msk,0x0320,CHERR_08_wren_msk,WO,1,0x0,1,2,1
0,CHERR,8,err_raw_dat,0x0321,CHERR_08_err_raw_dat,RO,1,0x0,63,0,63
2,CHERR,8,msk_dat,0x0322,CHERR_08_msk_dat,RO,1,0x0,63,0,63
4,CHERR,8,err_dat,0x0323,CHERR_08_err_dat,RO,1,0x0,63,0,63
5,CHERR,8,err_out,0x0323,CHERR_08_err_out,RO,1,0x0,1,6,1
0,CHERR,9,clr_on_read,0x0324,CHERR_09_clr_on_read,WO,1,0x0,1,0,1
1,CHERR,9,wren_err,0x0324,CHERR_09_wren_err,WO,1,0x0,1,1,1
2,CHERR,9,wren_msk,0x0324,CHERR_09_wren_msk,WO,1,0x0,1,2,1
0,CHERR,9,err_raw_dat,0x0325,CHERR_09_err_raw_dat,RO,1,0x0,63,0,63
2,CHERR,9,msk_dat,0x0326,CHERR_09_msk_dat,RO,1,0x0,63,0,63
4,CHERR,9,err_dat,0x0327,CHERR_09_err_dat,RO,1,0x0,63,0,63
5,CHERR,9,err_out,0x0327,CHERR_09_err_out,RO,1,0x0,1,6,1
0,CHERR,10,clr_on_read,0x0328,CHERR_10_clr_on_read,WO,1,0x0,1,0,1
1,CHERR,10,wren_err,0x0328,CHERR_10_wren_err,WO,1,0x0,1,1,1
2,CHERR,10,wren_msk,0x0328,CHERR_10_wren_msk,WO,1,0x0,1,2,1
0,CHERR,10,err_raw_dat,0x0329,CHERR_10_err_raw_dat,RO,1,0x0,63,0,63
2,CHERR,10,msk_dat,0x032a,CHERR_10_msk_dat,RO,1,0x0,63,0,63
4,CHERR,10,err_dat,0x032b,CHERR_10_err_dat,RO,1,0x0,63,0,63
5,CHERR,10,err_out,0x032b,CHERR_10_err_out,RO,1,0x0,1,6,1
0,CHERR,11,clr_on_read,0x032c,CHERR_11_clr_on_read,WO,1,0x0,1,0,1
1,CHERR,11,wren_err,0x032c,CHERR_11_wren_err,WO,1,0x0,1,1,1
2,CHERR,11,wren_msk,0x032c,CHERR_11_wren_msk,WO,1,0x0,1,2,1
0,CHERR,11,err_raw_dat,0x032d,CHERR_11_err_raw_dat,RO,1,0x0,63,0,63
2,CHERR,11,msk_dat,0x032e,CHERR_11_msk_dat,RO,1,0x0,63,0,63
4,CHERR,11,err_dat,0x032f,CHERR_11_err_dat,RO,1,0x0,63,0,63
5,CHERR,11,err_out,0x032f,CHERR_11_err_out,RO,1,0x0,1,6,1
0,CHEPRXGRP,0,dllResetReq,0x0340,CHEPRXGRP_00_dllResetReq,RW,1,0x0,1,0,1
1,CHEPRXGRP,0,resetChannels,0x0340,CHEPRXGRP_00_resetChannels,RW,1,0x0,1,1,1
2,CHEPRXGRP,0,trainChannel,0x0340,CHEPRXGRP_00_trainChannel,RW,1,0x0,1,2,1
3,CHEPRXGRP,0,phaseSelectChannel0input,0x0340,CHEPRXGRP_00_phaseSelectChannel0input,RW,1,0x0,15,3,15
0,CHEPRXGRP,0,dllState,0x0341,CHEPRXGRP_00_dllState,RO,1,0x0,3,0,3
1,CHEPRXGRP,0,phaseSelectChannel0output,0x0341,CHEPRXGRP_00_phaseSelectChannel0output,RO,1,0x0,15,2,15
2,CHEPRXGRP,0,dllInstantLock,0x0341,CHEPRXGRP_00_dllInstantLock,RO,1,0x0,1,6,1
3,CHEPRXGRP,0,channelLocked,0x0341,CHEPRXGRP_00_channelLocked,RO,1,0x0,1,7,1
4,CHEPRXGRP,0,dllLocked,0x0342,CHEPRXGRP_00_dllLocked,RO,1,0x0,1,0,1
5,CHEPRXGRP,0,dllLockFilterState,0x0342,CHEPRXGRP_00_dllLockFilterState,RO,1,0x0,3,1,3
6,CHEPRXGRP,0,dllLossOfLockCount,0x0342,CHEPRXGRP_00_dllLossOfLockCount,RO,1,0x0,31,3,31
0,CHEPRXGRP,1,dllResetReq,0x0344,CHEPRXGRP_01_dllResetReq,RW,1,0x0,1,0,1
1,CHEPRXGRP,1,resetChannels,0x0344,CHEPRXGRP_01_resetChannels,RW,1,0x0,1,1,1
2,CHEPRXGRP,1,trainChannel,0x0344,CHEPRXGRP_01_trainChannel,RW,1,0x0,1,2,1
3,CHEPRXGRP,1,phaseSelectChannel0input,0x0344,CHEPRXGRP_01_phaseSelectChannel0input,RW,1,0x0,15,3,15
0,CHEPRXGRP,1,dllState,0x0345,CHEPRXGRP_01_dllState,RO,1,0x0,3,0,3
1,CHEPRXGRP,1,phaseSelectChannel0output,0x0345,CHEPRXGRP_01_phaseSelectChannel0output,RO,1,0x0,15,2,15
2,CHEPRXGRP,1,dllInstantLock,0x0345,CHEPRXGRP_01_dllInstantLock,RO,1,0x0,1,6,1
3,CHEPRXGRP,1,channelLocked,0x0345,CHEPRXGRP_01_channelLocked,RO,1,0x0,1,7,1
4,CHEPRXGRP,1,dllLocked,0x0346,CHEPRXGRP_01_dllLocked,RO,1,0x0,1,0,1
5,CHEPRXGRP,1,dllLockFilterState,0x0346,CHEPRXGRP_01_dllLockFilterState,RO,1,0x0,3,1,3
6,CHEPRXGRP,1,dllLossOfLockCount,0x0346,CHEPRXGRP_01_dllLossOfLockCount,RO,1,0x0,31,3,31
0,CHEPRXGRP,2,dllResetReq,0x0348,CHEPRXGRP_02_dllResetReq,RW,1,0x0,1,0,1
1,CHEPRXGRP,2,resetChannels,0x0348,CHEPRXGRP_02_resetChannels,RW,1,0x0,1,1,1
2,CHEPRXGRP,2,trainChannel,0x0348,CHEPRXGRP_02_trainChannel,RW,1,0x0,1,2,1
3,CHEPRXGRP,2,phaseSelectChannel0input,0x0348,CHEPRXGRP_02_phaseSelectChannel0input,RW,1,0x0,15,3,15
0,CHEPRXGRP,2,dllState,0x0349,CHEPRXGRP_02_dllState,RO,1,0x0,3,0,3
1,CHEPRXGRP,2,phaseSelectChannel0output,0x0349,CHEPRXGRP_02_phaseSelectChannel0output,RO,1,0x0,15,2,15
2,CHEPRXGRP,2,dllInstantLock,0x0349,CHEPRXGRP_02_dllInstantLock,RO,1,0x0,1,6,1
3,CHEPRXGRP,2,channelLocked,0x0349,CHEPRXGRP_02_channelLocked,RO,1,0x0,1,7,1
4,CHEPRXGRP,2,dllLocked,0x034a,CHEPRXGRP_02_dllLocked,RO,1,0x0,1,0,1
5,CHEPRXGRP,2,dllLockFilterState,0x034a,CHEPRXGRP_02_dllLockFilterState,RO,1,0x0,3,1,3
6,CHEPRXGRP,2,dllLossOfLockCount,0x034a,CHEPRXGRP_02_dllLossOfLockCount,RO,1,0x0,31,3,31
0,CHEPRXGRP,3,dllResetReq,0x034c,CHEPRXGRP_03_dllResetReq,RW,1,0x0,1,0,1
1,CHEPRXGRP,3,resetChannels,0x034c,CHEPRXGRP_03_resetChannels,RW,1,0x0,1,1,1
2,CHEPRXGRP,3,trainChannel,0x034c,CHEPRXGRP_03_trainChannel,RW,1,0x0,1,2,1
3,CHEPRXGRP,3,phaseSelectChannel0input,0x034c,CHEPRXGRP_03_phaseSelectChannel0input,RW,1,0x0,15,3,15
0,CHEPRXGRP,3,dllState,0x034d,CHEPRXGRP_03_dllState,RO,1,0x0,3,0,3
1,CHEPRXGRP,3,phaseSelectChannel0output,0x034d,CHEPRXGRP_03_phaseSelectChannel0output,RO,1,0x0,15,2,15
2,CHEPRXGRP,3,dllInstantLock,0x034d,CHEPRXGRP_03_dllInstantLock,RO,1,0x0,1,6,1
3,CHEPRXGRP,3,channelLocked,0x034d,CHEPRXGRP_03_channelLocked,RO,1,0x0,1,7,1
4,CHEPRXGRP,3,dllLocked,0x034e,CHEPRXGRP_03_dllLocked,RO,1,0x0,1,0,1
5,CHEPRXGRP,3,dllLockFilterState,0x034e,CHEPRXGRP_03_dllLockFilterState,RO,1,0x0,3,1,3
6,CHEPRXGRP,3,dllLossOfLockCount,0x034e,CHEPRXGRP_03_dllLossOfLockCount,RO,1,0x0,31,3,31
0,CHEPRXGRP,4,dllResetReq,0x0350,CHEPRXGRP_04_dllResetReq,RW,1,0x0,1,0,1
1,CHEPRXGRP,4,resetChannels,0x0350,CHEPRXGRP_04_resetChannels,RW,1,0x0,1,1,1
2,CHEPRXGRP,4,trainChannel,0x0350,CHEPRXGRP_04_trainChannel,RW,1,0x0,1,2,1
3,CHEPRXGRP,4,phaseSelectChannel0input,0x0350,CHEPRXGRP_04_phaseSelectChannel0input,RW,1,0x0,15,3,15
0,CHEPRXGRP,4,dllState,0x0351,CHEPRXGRP_04_dllState,RO,1,0x0,3,0,3
